gene symbol	gene name	logFC
Dock10	 dedicator of cytokinesis 10 	7.692406711907
Chn2	 chimerin 2 	7.72127402837856
Nup210	 nucleoporin 210 	7.74160702043052
Slco3a1	 solute carrier organic anion transporter family, member 3a1 	7.7572525365309
Stx11	 syntaxin 11 	7.81356119203739
Lmo1	 LIM domain only 1 	7.89550468631116
Il13ra1	 interleukin 13 receptor, alpha 1 	7.91852250806824
Dirc2	 disrupted in renal carcinoma 2 (human) 	7.93346914640173
Grik2	 glutamate receptor, ionotropic, kainate 2 (beta 2) 	7.94162993982403
Crmp1	 collapsin response mediator protein 1 	7.96960172453432
Gjb2	 gap junction protein, beta 2 	7.98301610699317
Adam19	 a disintegrin and metallopeptidase domain 19 (meltrin beta) 	7.99284059729034
Pkia	 protein kinase inhibitor, alpha 	8.03864142771604
Spata7	 spermatogenesis associated 7 	8.11618496726385
Dock3	 dedicator of cyto-kinesis 3 	8.20282428846805
Gtpbp10	 GTP-binding protein 10 (putative) 	8.23368237684792
Slc35f1	 solute carrier family 35, member F1 	8.26295921594866
Tysnd1	 trypsin domain containing 1 	8.28731488653785
Tspan13	 tetraspanin 13 	8.3083894491381
Ddx19b	 DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b 	8.31761846626725
Adam12	 a disintegrin and metallopeptidase domain 12 (meltrin alpha) 	8.32809243342791
Marveld1	 MARVEL (membrane-associating) domain containing 1 	8.33143034070959
Cyfip2	 cytoplasmic FMR1 interacting protein 2 	8.3324280128909
Cbr3	 carbonyl reductase 3 	8.38093155396208
Sntb1	 syntrophin, basic 1 	8.44072008528913
Pde11a	 phosphodiesterase 11A 	8.44287285001243
Fndc3c1	 fibronectin type III domain containing 3C1 	8.50595334967888
Bcan	 brevican 	8.52689735132382
Syt9	 synaptotagmin IX 	8.58418691848035
Marcksl1	 MARCKS-like 1 	8.5968825355917
Snca	 synuclein, alpha 	8.61482455669707
Dock11	 dedicator of cytokinesis 11 	8.74457254921768
Fam174b	 family with sequence similarity 174, member B 	9.04787187913936
Pros1	 protein S (alpha) 	9.35062387240022
Ehd3	 EH-domain containing 3 	9.42537855163945
Cd109	 CD109 antigen 	9.48032152436367
Bdh1	 3-hydroxybutyrate dehydrogenase, type 1 	9.66437631944429
Bace2	 beta-site APP-cleaving enzyme 2 	9.8747414061468
Itga4	 integrin alpha 4 	9.95083395390693
Cdh2	 cadherin 2 	10.0309882028376
Insc	 INSC spindle orientation adaptor protein 	10.0949794306038
Fkbp6	 FK506 binding protein 6 	10.4083552361205
Prkcq	 protein kinase C, theta 	10.4134632085735
Unc5c	 unc-5 netrin receptor C 	10.8161637928414
Galk1	 galactokinase 1 	11.0336405195234
Nrcam	 neuronal cell adhesion molecule 	11.2093613975446
Rab38	 RAB38, member RAS oncogene family 	11.803442921309
