ENSEMBL	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000095217	Hist1h2bn	histone cluster 1, H2bn	-9.86550350537195	3.53274262235322	-28.9339330048622	1.63247982822516e-08	1.46844477585488e-05	8.6785897164406
ENSMUSG00000047139	Cd24a	CD24a antigen	-9.83591484421834	2.73967120131491	-15.6027760644425	1.13091063363456e-06	5.11463436997963e-05	6.01100645102976
ENSMUSG00000028635	Edn2	endothelin 2	-9.81923345784738	1.96217080716387	-18.5434106911988	3.48572291063342e-07	2.83782429753487e-05	6.85599842317757
ENSMUSG00000028782	Adgrb2	adhesion G protein-coupled receptor B2	-9.81236520609801	1.96236228313087	-20.9187798637816	1.52602292472288e-07	2.14108873519055e-05	7.39372490080264
ENSMUSG00000050424	Pnma5	paraneoplastic antigen family 5	-9.79740656538389	1.42017259494329	-23.7422190051335	6.3892809844778e-08	1.52165028522671e-05	7.87892390542365
ENSMUSG00000101355	Hist1h3h	histone cluster 1, H3h	-9.71862013762384	1.38121463773805	-20.9896951880508	1.49097334470263e-07	2.1304183414154e-05	7.38672601623573
ENSMUSG00000101355	Gm12260	predicted gene 12260	-9.71862013762384	1.38121463773805	-20.9896951880508	1.49097334470263e-07	2.1304183414154e-05	7.38672601623573
ENSMUSG00000069305	Hist1h4n	histone cluster 1, H4n	-9.71584056438787	2.4376038593337	-21.0635748493519	1.45543253086223e-07	2.12881756475815e-05	7.43502999543875
ENSMUSG00000020674	Pxdn	peroxidasin	-9.68688000156675	1.89868833311952	-23.5819718713888	6.69431371253698e-08	1.52165028522671e-05	7.87059157169462
ENSMUSG00000026576	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	-9.6841693025618	1.36629858568026	-26.24554979736	3.20133863005685e-08	1.50760781842992e-05	8.2293270240838
ENSMUSG00000007805	Twist2	twist basic helix-loop-helix transcription factor 2	-9.56756196105723	1.30977184380411	-30.8388260203552	1.05047346941919e-08	1.46844477585488e-05	8.71538995903519
ENSMUSG00000071516	Hist1h2ai	histone cluster 1, H2ai	-9.525042600315	1.81360952187562	-19.3754166273806	2.5812107365641e-07	2.56677138949527e-05	7.04956180305117
ENSMUSG00000026579	F5	coagulation factor V	-9.52211321816015	1.27149933609897	-10.7103038038888	1.41178571958214e-05	0.000243357141933911	3.84378874731069
ENSMUSG00000023443	Esx1	extraembryonic, spermatogenesis, homeobox 1	-9.50546252240542	1.80672366516052	-19.3433378436442	2.61067362860566e-07	2.56677138949527e-05	7.04168730072432
ENSMUSG00000038463	Olfml2b	olfactomedin-like 2B	-9.49457135912439	1.2840922448053	-16.0578214024721	9.30238943510246e-07	4.53872331915469e-05	6.1302629171798
ENSMUSG00000022037	Clu	clusterin	-9.49274896458658	4.44027403632196	-14.0348053292998	2.31674034917413e-06	7.70577556044784e-05	5.53907145573894
ENSMUSG00000026655	Fam107b	family with sequence similarity 107, member B	-9.48841567905432	1.79745665408395	-19.331964067449	2.6212119452819e-07	2.56677138949527e-05	7.03848979036939
ENSMUSG00000020900	Myh10	myosin, heavy polypeptide 10, non-muscle	-9.48079454159908	1.79185915062598	-20.5566909766371	1.72032266238691e-07	2.19636079126194e-05	7.30856115927489
ENSMUSG00000016024	Lbp	lipopolysaccharide binding protein	-9.47789923660265	2.82049299744632	-10.621007233139	1.49205799720576e-05	0.00025051904238456	3.80045924038104
ENSMUSG00000025324	Atp10a	ATPase, class V, type 10A	-9.42548006912718	1.23546484084429	-27.2302493285069	2.48266037033641e-08	1.50760781842992e-05	8.33562652583761
ENSMUSG00000057719	Sh3rf2	SH3 domain containing ring finger 2	-9.41539376357707	1.23573752263987	-28.5154831664614	1.80538247483657e-08	1.46844477585488e-05	8.47938449510935
ENSMUSG00000034161	Scx	scleraxis	-9.39259026555076	1.22463200653418	-25.8932669361866	3.5141815424655e-08	1.51980518106771e-05	8.16849712674466
ENSMUSG00000067455	Hist1h4j	histone cluster 1, H4j	-9.37302926131221	3.28523451944602	-21.9326274273844	1.10244406259226e-07	1.79506095447435e-05	7.6552516829678
ENSMUSG00000042655	Fam159b	family with sequence similarity 159, member B	-9.36815275911168	1.20480666114701	-23.8189142261296	6.24892832850642e-08	1.52165028522671e-05	7.87039254477378
ENSMUSG00000008999	Bmp7	bone morphogenetic protein 7	-9.3205540376561	1.9633119965085	-15.7179700800319	1.07580189857502e-06	4.9561323746653e-05	6.03273172002821
ENSMUSG00000001506	Col1a1	collagen, type I, alpha 1	-9.27676757728267	5.89180886746177	-24.0796630090825	5.79742779626226e-08	1.52165028522671e-05	8.63895029434818
ENSMUSG00000063021	Hist1h2ak	histone cluster 1, H2ak	-9.27377855087858	3.15646942330698	-22.0682881171905	1.05668726888484e-07	1.79506095447435e-05	7.66157609662558
ENSMUSG00000034463	Scara3	scavenger receptor class A, member 3	-9.26252442744047	1.16011506086625	-25.0291368598864	4.44105809539454e-08	1.51980518106771e-05	8.04410163456319
ENSMUSG00000010080	Epn3	epsin 3	-9.26205111017679	1.15910924927516	-20.5479644359434	1.7253423340628e-07	2.19636079126194e-05	7.2787039396302
ENSMUSG00000095180	Rhox5	reproductive homeobox 5	-9.26088597928983	3.61827137689472	-23.9277235945294	6.05580550243201e-08	1.52165028522671e-05	8.08803222533925
ENSMUSG00000021950	Anxa8	annexin A8	-9.24548347215572	1.12705143841434	-9.90228393343312	2.36560410073407e-05	0.0003326215493785	3.36239813619418
ENSMUSG00000024678	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D	-9.24194852541851	1.15084764673744	-18.7318471522978	3.25278388118086e-07	2.75578546096098e-05	6.86934452327151
ENSMUSG00000022594	Lynx1	Ly6/neurotoxin 1	-9.22044143495726	1.91427331744485	-16.1526483018086	8.93726636678566e-07	4.45368473075088e-05	6.17161135033835
ENSMUSG00000050335	Lgals3	lectin, galactose binding, soluble 3	-9.21558648311131	1.67117798221888	-7.75498382967751	0.000114268423241674	0.00102834237188506	1.83205312716456
ENSMUSG00000058914	C1qtnf3	C1q and tumor necrosis factor related protein 3	-9.17164401244115	1.64774048656345	-13.0696532000432	3.74368226861261e-06	0.000105715723862886	5.0191663727305
ENSMUSG00000001493	Meox1	mesenchyme homeobox 1	-9.16652356421772	1.11186139781435	-26.7335029863885	2.8191476795579e-08	1.50760781842992e-05	8.26093343206669
ENSMUSG00000056665	Them6	thioesterase superfamily member 6	-9.15277198782284	1.10389271229709	-28.2475958548042	1.9270467472247e-08	1.46844477585488e-05	8.4334899647873
ENSMUSG00000042216	Sgsm1	small G protein signaling modulator 1	-9.12737952243083	1.08815249514002	-29.1933082618615	1.53482511809501e-08	1.46844477585488e-05	8.52971499150004
ENSMUSG00000064288	Hist1h4k	histone cluster 1, H4k	-9.12127634231694	3.8551619150545	-17.1022456254416	6.05688676263512e-07	3.60913129094381e-05	6.59554797264894
ENSMUSG00000027656	Wisp2	WNT1 inducible signaling pathway protein 2	-9.11889285638989	1.08442993807221	-14.0679248795522	2.28016459965038e-06	7.62032097587214e-05	5.41973282725207
ENSMUSG00000027220	Syt13	synaptotagmin XIII	-9.11187130926124	2.14683041864839	-14.7703632356993	1.64014794765913e-06	6.29232649618378e-05	5.70459319676829
ENSMUSG00000030218	Mgp	matrix Gla protein	-9.07594828890599	1.58608374455301	-10.8662638336584	1.2830713744915e-05	0.000230049276017984	3.93206097088151
ENSMUSG00000037035	Inhbb	inhibin beta-B	-9.07566994145129	1.07400895457509	-16.2008395733107	8.75798984177427e-07	4.39563196252205e-05	6.16358826525821
ENSMUSG00000037060	Cavin3	caveolae associated 3	-9.06995426554606	1.05843227572	-26.7588874433883	2.80073903580695e-08	1.50760781842992e-05	8.25707066779157
ENSMUSG00000042249	Grk3	G protein-coupled receptor kinase 3	-9.05057286755485	1.05862802077308	-19.3948642195377	2.56353383597266e-07	2.56677138949527e-05	7.01886153966326
ENSMUSG00000018822	Sfrp5	secreted frizzled-related sequence protein 5	-9.04632799712129	1.04656912864493	-28.1114312084052	1.99246238243538e-08	1.46844477585488e-05	8.41081271603663
ENSMUSG00000024112	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	-9.01658755949239	1.04214336681723	-17.5146728297118	5.14815710665239e-07	3.45689360154918e-05	6.54599227352595
ENSMUSG00000061013	Mkx	mohawk homeobox	-8.97742752533733	1.00792688958608	-17.0777676374191	6.11632677905499e-07	3.61891218715908e-05	6.42126404846392
ENSMUSG00000042821	Snai1	snail family zinc finger 1	-8.96984043161077	1.01650299641574	-22.0504899963715	1.06256499519071e-07	1.79506095447435e-05	7.55464803169415
ENSMUSG00000038668	Lpar1	lysophosphatidic acid receptor 1	-8.95080283915896	0.994674824547136	-18.9186090686352	3.03928185215808e-07	2.7387900508806e-05	6.90183662663327
ENSMUSG00000024803	Ankrd1	ankyrin repeat domain 1 (cardiac muscle)	-8.90944727306143	1.51629421363701	-15.5797530574337	1.14230680933973e-06	5.14331905182775e-05	5.97277348379871
ENSMUSG00000070576	Mn1	meningioma 1	-8.89574465274748	2.03111404600128	-20.462563439923	1.77535919431857e-07	2.21311559703628e-05	7.28719453745744
ENSMUSG00000057604	Lmcd1	LIM and cysteine-rich domains 1	-8.87504766231824	0.959604458447216	-25.356848764533	4.06006141133973e-08	1.51980518106771e-05	8.0644405014194
ENSMUSG00000025491	Ifitm1	interferon induced transmembrane protein 1	-8.8717632398245	0.961903712402336	-28.265199943484	1.91876996711873e-08	1.46844477585488e-05	8.41521238786593
ENSMUSG00000062760	1810041L15Rik	RIKEN cDNA 1810041L15 gene	-8.83287336971246	0.935300042200081	-21.2803560533676	1.35660272888194e-07	2.04263527016492e-05	7.40282977438916
ENSMUSG00000018819	Lsp1	lymphocyte specific 1	-8.82045172030622	3.29178262635738	-13.0904017202023	3.7039858073982e-06	0.000105014528764301	5.07141162173688
ENSMUSG00000021835	Bmp4	bone morphogenetic protein 4	-8.78992167093875	0.930497436367666	-17.7647793961379	4.67318716807223e-07	3.31093103934444e-05	6.60507721100143
ENSMUSG00000034981	Parm1	prostate androgen-regulated mucin-like protein 1	-8.78387959543117	1.46256246859527	-10.1847767021054	1.96687120827625e-05	0.000298721231339396	3.53600054335325
ENSMUSG00000051817	Sox12	SRY (sex determining region Y)-box 12	-8.77428359830321	0.906984741187338	-23.3103064314752	7.25023550053103e-08	1.58632887053025e-05	7.75610118431811
ENSMUSG00000094910	D430019H16Rik	RIKEN cDNA D430019H16 gene	-8.73869959337308	0.89854288025398	-22.269163685246	9.92859854399891e-08	1.79506095447435e-05	7.58033094737528
ENSMUSG00000056427	Slit3	slit guidance ligand 3	-8.7277637864256	0.891782951429508	-19.4673971721203	2.49881269161767e-07	2.56677138949527e-05	7.02022033088494
ENSMUSG00000032024	Clmp	CXADR-like membrane protein	-8.71366343941354	2.58766339257916	-13.748709863909	2.66209435017693e-06	8.54984109759808e-05	5.31442703439842
ENSMUSG00000041347	Bdkrb1	bradykinin receptor, beta 1	-8.68954438370347	0.871439439866615	-23.057501610527	7.81536450250851e-08	1.61805153066853e-05	7.71076382682484
ENSMUSG00000019539	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	-8.67019366254241	3.32887184610901	-12.4522134242474	5.17952935258352e-06	0.000130447750942854	4.78267641465741
ENSMUSG00000054626	Xlr	X-linked lymphocyte-regulated	-8.62397676433472	1.35845810188876	-12.0880287818925	6.31703831698524e-06	0.000149674259818518	4.56107282667055
ENSMUSG00000024176	Sox8	SRY (sex determining region Y)-box 8	-8.59358203691644	0.82099204340514	-22.0188329672191	1.0731120403533e-07	1.79506095447435e-05	7.52684823002462
ENSMUSG00000049866	Arl4c	ADP-ribosylation factor-like 4C	-8.58191725172305	1.35084910311829	-16.5228045904845	7.66025777946074e-07	4.09414464449575e-05	6.26334843498953
ENSMUSG00000038068	Rnf144b	ring finger protein 144B	-8.57829549878453	1.3491534042302	-17.8157313661233	4.58267262623256e-07	3.29378401262393e-05	6.63048430288772
ENSMUSG00000039476	Prrx2	paired related homeobox 2	-8.57719741027889	0.813452014895466	-23.7970718193493	6.28853819290035e-08	1.52165028522671e-05	7.82051043713814
ENSMUSG00000069309	Hist1h2an	histone cluster 1, H2an	-8.57223360518471	1.33479103394645	-17.1138772671667	6.02887271274508e-07	3.60779079472519e-05	6.43594119546306
ENSMUSG00000057346	Apol9a	apolipoprotein L 9a	-8.55674808715142	1.35506909446697	-7.80085159140726	0.000110086373243147	0.00100688405259555	1.8709455400177
ENSMUSG00000031119	Gpc4	glypican 4	-8.55619457794401	0.810770070314734	-17.6891937744758	4.81124550156795e-07	3.37846708601362e-05	6.57505932798141
ENSMUSG00000022144	Gdnf	glial cell line derived neurotrophic factor	-8.55356930957848	0.801229260671098	-27.0706133297909	2.58552060755312e-08	1.50760781842992e-05	8.25735341314896
ENSMUSG00000073802	Cdkn2b	cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)	-8.54979572176815	0.805918332619716	-19.7890444088805	2.23339186503277e-07	2.46253435323259e-05	7.08335424663177
ENSMUSG00000006205	Htra1	HtrA serine peptidase 1	-8.53719070949235	2.38917272940912	-10.2204119597163	1.92222323668279e-05	0.000294495535921982	3.56110415067874
ENSMUSG00000078302	Foxd1	forkhead box D1	-8.52920579023034	0.788085028900536	-26.2640593621221	3.18580250938266e-08	1.50760781842992e-05	8.15807610611582
ENSMUSG00000027204	Fbn1	fibrillin 1	-8.49166012515589	3.65371529500979	-22.4921863157633	9.27093758140578e-08	1.730945852699e-05	7.91071518689501
ENSMUSG00000079481	Nhsl2	NHS-like 2	-8.48632648729758	1.27512329897919	-8.1617196161561	8.26036062654782e-05	0.000812858958914611	2.15600429974135
ENSMUSG00000037025	Foxa2	forkhead box A2	-8.47317170024779	0.771018253666515	-16.34202105898	8.25593343095255e-07	4.26597180197891e-05	6.18672862809487
ENSMUSG00000024238	Zeb1	zinc finger E-box binding homeobox 1	-8.45497721735644	0.737443295996535	-12.0999081298841	6.27571873989674e-06	0.000148947270364024	4.5558391732146
ENSMUSG00000022865	Cxadr	coxsackie virus and adenovirus receptor	-8.3902960692723	0.706345720498097	-11.1186429345546	1.10202212360135e-05	0.000210239997231468	4.05786603204442
ENSMUSG00000042812	Foxf1	forkhead box F1	-8.38612413691045	1.78077281800818	-15.3993344065035	1.2362880577528e-06	5.40991927272265e-05	5.91198773115475
ENSMUSG00000032269	Htr3a	5-hydroxytryptamine (serotonin) receptor 3A	-8.37417341787502	0.70548856313867	-11.2547453470884	1.01654493766789e-05	0.000203980649048715	4.13015267852095
ENSMUSG00000037860	Aim2	absent in melanoma 2	-8.36464986760396	0.704598314226632	-19.6724076805245	2.32573535949768e-07	2.52459474721287e-05	7.04712746063187
ENSMUSG00000046623	Gjb4	gap junction protein, beta 4	-8.36391527817087	0.708883815349757	-22.9426857130419	8.08852439811448e-08	1.61805153066853e-05	7.67115211477706
ENSMUSG00000022505	Emp2	epithelial membrane protein 2	-8.33195612662653	2.76798861092314	-25.030068316628	4.43991881008621e-08	1.51980518106771e-05	8.13734874922886
ENSMUSG00000039349	C130074G19Rik	RIKEN cDNA C130074G19 gene	-8.32605778947209	0.697241522663994	-16.0628518219674	9.2825983151468e-07	4.53872331915469e-05	6.09490416444258
ENSMUSG00000037892	Pcdh18	protocadherin 18	-8.32526985884985	0.672873107868833	-12.2756505289929	5.69899487976428e-06	0.000138009694836103	4.63681835815706
ENSMUSG00000048218	Amigo2	adhesion molecule with Ig like domain 2	-8.28644640107843	0.675690135204878	-20.1547343617256	1.96989390005158e-07	2.27748992923199e-05	7.14791226681846
ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide	-8.28169446149363	4.4488709909443	-14.022045073366	2.33101021274722e-06	7.73486635286712e-05	5.5665182585708
ENSMUSG00000102918	Pcdhgc3	protocadherin gamma subfamily C, 3	-8.25333850813824	2.11734293057196	-15.7206435362213	1.07455977111863e-06	4.9561323746653e-05	6.02575538646156
ENSMUSG00000027848	Olfml3	olfactomedin-like 3	-8.23764820161976	4.76024124208006	-18.9409862502709	3.01479061681977e-07	2.7387900508806e-05	7.30387761120609
ENSMUSG00000046380	Jrk	jerky	-8.23674093050204	0.644437044173476	-24.8743502802662	4.63510484209807e-08	1.51980518106771e-05	7.95370913885193
ENSMUSG00000036957	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	-8.22862303928329	0.647974247046337	-15.8437391902863	1.01909965960393e-06	4.87046161550645e-05	6.02186273978075
ENSMUSG00000029093	Sorcs2	sortilin-related VPS10 domain containing receptor 2	-8.22569050497556	3.11296785565583	-10.7991774126281	1.33672986327507e-05	0.00023594945701182	3.91535309907074
ENSMUSG00000042436	Mfap4	microfibrillar-associated protein 4	-8.20840588514982	0.612521097554497	-11.7379729769661	7.68551781409457e-06	0.000170555159985366	4.37490412625595
ENSMUSG00000029561	Oasl2	2'-5' oligoadenylate synthetase-like 2	-8.1793673837499	1.1554239144872	-11.2845293194381	9.98860269974453e-06	0.000202124860700177	4.15051669146776
ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1	-8.17840996959568	0.611416231915279	-24.1807685257986	5.63247187475247e-08	1.52165028522671e-05	7.84966406396923
ENSMUSG00000002204	Napsa	napsin A aspartic peptidase	-8.10778552169289	0.589339774805898	-11.302251823994	9.88503341712258e-06	0.00020119203915693	4.15185324505241
ENSMUSG00000023039	Krt7	keratin 7	-8.08936287850318	1.507858143398	-12.35277356735	5.46512600026206e-06	0.000134374042314376	4.68538971841941
ENSMUSG00000046470	Sox18	SRY (sex determining region Y)-box 18	-8.08464171320301	0.559219128705065	-16.6509842268512	7.26757299291997e-07	3.9660183853695e-05	6.26225658615724
ENSMUSG00000042367	Gjb3	gap junction protein, beta 3	-8.03705637759376	0.560589706533828	-11.3520245803756	9.6006321092048e-06	0.000199308800953089	4.17693299587635
ENSMUSG00000069308	Hist1h2bp	histone cluster 1, H2bp	-8.0353732409622	1.06337942257249	-14.6757033604613	1.71311220830265e-06	6.47636845658941e-05	5.63374147547635
ENSMUSG00000020961	Ston2	stonin 2	-8.01216120515852	0.522123500918338	-17.8394687967189	4.54118795956699e-07	3.29378401262393e-05	6.58792127406395
ENSMUSG00000043183	Simc1	SUMO-interacting motifs containing 1	-8.00934776035295	0.511347576333033	-8.781777991701	5.16477959804177e-05	0.000577194004081237	2.61414384809301
ENSMUSG00000038807	Rap1gap2	RAP1 GTPase activating protein 2	-7.99513132186636	0.532454155058324	-16.6953839366531	7.13694433426654e-07	3.95014353805274e-05	6.27283833772175
ENSMUSG00000033715	Akr1c14	aldo-keto reductase family 1, member C14	-7.98877512783442	0.494184582502018	-7.67905113975672	0.000121592126124249	0.00108036455718138	1.77579962262767
ENSMUSG00000032420	Nt5e	5' nucleotidase, ecto	-7.95427757322033	0.492175376396239	-12.1545368912863	6.08962046289981e-06	0.000145022032894534	4.57255011003428
ENSMUSG00000024548	Setbp1	SET binding protein 1	-7.95382540536759	1.01599925922125	-10.77923931698	1.35316536442884e-05	0.00023804490701127	3.87345187137635
ENSMUSG00000038402	Foxf2	forkhead box F2	-7.95179145406273	0.502899736417554	-24.5394333752138	5.08906050960407e-08	1.52165028522671e-05	7.88404245308442
ENSMUSG00000025215	Tlx1	T cell leukemia, homeobox 1	-7.93830703910532	0.505463380710048	-16.7147698862252	7.08075015839717e-07	3.93459303444585e-05	6.27599263883427
ENSMUSG00000070942	Il1rl2	interleukin 1 receptor-like 2	-7.91595050765416	0.485851811556462	-23.2540251451539	7.37189474888868e-08	1.58813295644136e-05	7.68882594585363
ENSMUSG00000026043	Col3a1	collagen, type III, alpha 1	-7.90512630151469	1.5369777625699	-17.314182625092	5.5688985233152e-07	3.49289290352696e-05	6.48809606803759
ENSMUSG00000059049	Frem1	Fras1 related extracellular matrix protein 1	-7.90483370597761	0.992122866385058	-11.3341094201948	9.70191394394404e-06	0.000199308800953089	4.17240256504006
ENSMUSG00000005958	Ephb3	Eph receptor B3	-7.89908737956633	2.30820827124034	-19.0434988674848	2.90543401089523e-07	2.70325114913464e-05	6.96821993519583
ENSMUSG00000021508	Cxcl14	chemokine (C-X-C motif) ligand 14	-7.89502622030729	0.480138855979465	-14.3636958970821	1.98114566056773e-06	6.97283304267368e-05	5.49931483166223
